account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
747,canceled,7/12/14,13/12/14,6,FALSE,TRUE
747,current,2/4/15,,,FALSE,FALSE
450,current,7/12/14,,,FALSE,FALSE
111,canceled,7/12/14,1/3/15,84,FALSE,TRUE
583,canceled,8/12/14,15/5/15,158,FALSE,TRUE
461,current,8/12/14,,,FALSE,FALSE
1199,canceled,8/12/14,15/1/15,38,FALSE,TRUE
743,canceled,9/12/14,16/1/15,38,FALSE,TRUE
474,canceled,9/12/14,16/3/15,97,FALSE,TRUE
960,canceled,9/12/14,15/12/14,6,FALSE,TRUE
667,canceled,9/12/14,16/1/15,38,FALSE,TRUE
1095,canceled,9/12/14,13/12/14,4,FALSE,TRUE
1095,canceled,6/6/15,13/8/15,68,FALSE,TRUE
79,canceled,9/12/14,16/7/15,219,FALSE,TRUE
691,canceled,7/1/15,10/1/15,3,FALSE,TRUE
66,current,7/1/15,,,FALSE,FALSE
197,canceled,7/1/15,14/6/15,158,FALSE,TRUE
67,canceled,7/1/15,14/3/15,66,FALSE,TRUE
678,canceled,8/1/15,15/2/15,38,FALSE,TRUE
873,canceled,8/1/15,30/1/15,22,FALSE,TRUE
623,canceled,8/1/15,15/4/15,97,FALSE,TRUE
623,canceled,7/12/14,14/12/14,7,FALSE,TRUE
791,current,8/1/15,,,FALSE,FALSE
507,canceled,9/1/15,10/3/15,60,FALSE,TRUE
507,current,10/3/15,,,FALSE,FALSE
488,current,9/1/15,,,FALSE,FALSE
488,canceled,15/11/14,20/11/14,5,FALSE,TRUE
270,canceled,9/1/15,31/5/15,142,FALSE,TRUE
362,canceled,9/1/15,5/2/15,27,FALSE,TRUE
362,canceled,5/2/15,16/4/15,70,FALSE,TRUE
263,canceled,10/1/15,17/4/15,97,FALSE,TRUE
263,current,12/8/15,,,FALSE,FALSE
263,canceled,1/6/15,8/7/15,37,FALSE,TRUE
965,canceled,10/1/15,17/4/15,97,FALSE,TRUE
761,canceled,11/1/15,18/2/15,38,FALSE,TRUE
1191,canceled,11/1/15,11/1/15,0,FALSE,TRUE
598,current,12/1/15,,,FALSE,FALSE
785,canceled,12/1/15,10/3/15,57,FALSE,TRUE
785,canceled,8/4/15,19/5/15,41,FALSE,TRUE
785,canceled,10/3/15,8/4/15,29,FALSE,TRUE
989,canceled,12/1/15,18/2/15,37,FALSE,TRUE
989,canceled,8/4/15,19/6/15,72,FALSE,TRUE
989,canceled,18/2/15,8/4/15,49,FALSE,TRUE
28,current,12/1/15,,,FALSE,FALSE
1293,canceled,8/12/14,10/12/14,2,FALSE,TRUE
166,current,8/12/14,,,FALSE,FALSE
682,canceled,8/12/14,15/12/14,7,FALSE,TRUE
682,canceled,7/12/14,7/12/14,0,FALSE,TRUE
682,canceled,8/4/15,15/5/15,37,FALSE,TRUE
1295,canceled,9/12/14,15/12/14,6,FALSE,TRUE
1295,canceled,17/7/15,22/7/15,5,FALSE,TRUE
695,canceled,9/12/14,15/12/14,6,FALSE,TRUE
671,canceled,9/12/14,3/2/15,56,FALSE,TRUE
907,canceled,9/12/14,15/12/14,6,FALSE,TRUE
1121,canceled,29/12/14,12/1/15,14,FALSE,TRUE
1121,canceled,11/11/14,29/12/14,48,FALSE,TRUE
1121,canceled,12/1/15,18/2/15,37,FALSE,TRUE
966,canceled,7/1/15,10/3/15,62,FALSE,TRUE
966,current,10/3/15,,,FALSE,FALSE
442,canceled,7/1/15,10/3/15,62,FALSE,TRUE
442,current,10/3/15,,,FALSE,FALSE
442,canceled,15/3/15,27/4/15,43,FALSE,TRUE
442,current,14/5/15,,,FALSE,FALSE
5,canceled,7/1/15,16/4/15,99,FALSE,TRUE
5,canceled,7/1/15,7/1/15,0,FALSE,TRUE
1283,canceled,7/1/15,10/1/15,3,FALSE,TRUE
592,current,7/1/15,,,FALSE,FALSE
1137,canceled,8/1/15,10/1/15,2,FALSE,TRUE
34,canceled,8/1/15,3/2/15,26,FALSE,TRUE
34,canceled,16/11/14,8/1/15,53,FALSE,TRUE
34,current,3/2/15,,,FALSE,FALSE
824,canceled,9/1/15,31/1/15,22,FALSE,TRUE
824,canceled,10/2/15,4/3/15,22,FALSE,TRUE
0,current,9/1/15,,,FALSE,FALSE
688,canceled,9/1/15,11/1/15,2,FALSE,TRUE
527,current,9/1/15,,,FALSE,FALSE
1304,canceled,10/1/15,10/3/15,59,TRUE,TRUE
1304,canceled,10/3/15,17/6/15,99,TRUE,TRUE
1060,canceled,11/1/15,18/2/15,38,FALSE,TRUE
1010,canceled,11/1/15,11/1/15,0,FALSE,TRUE
745,canceled,11/11/14,13/11/14,2,FALSE,TRUE
227,canceled,12/11/14,19/12/14,37,FALSE,TRUE
227,current,8/4/15,,,FALSE,FALSE
929,canceled,12/11/14,17/11/14,5,FALSE,TRUE
841,canceled,12/11/14,12/11/14,0,FALSE,TRUE
599,canceled,12/11/14,14/1/15,63,FALSE,TRUE
599,canceled,14/1/15,22/1/15,8,FALSE,TRUE
599,current,2/4/15,,,FALSE,FALSE
181,canceled,13/11/14,10/3/15,117,FALSE,TRUE
181,current,10/3/15,,,FALSE,FALSE
1035,canceled,13/11/14,13/11/14,0,FALSE,TRUE
1035,canceled,6/2/15,9/2/15,3,FALSE,TRUE
639,canceled,13/11/14,20/3/15,127,FALSE,TRUE
126,current,14/11/14,,,FALSE,FALSE
254,current,14/11/14,,,FALSE,FALSE
1303,canceled,14/11/14,14/1/15,61,FALSE,TRUE
1303,canceled,10/3/15,8/4/15,29,FALSE,TRUE
1303,canceled,8/4/15,21/4/15,13,FALSE,TRUE
1303,canceled,14/1/15,3/2/15,20,FALSE,TRUE
1303,canceled,3/2/15,10/3/15,35,FALSE,TRUE
969,canceled,14/11/14,22/12/14,38,FALSE,TRUE
869,canceled,14/11/14,21/11/14,7,FALSE,TRUE
972,canceled,15/11/14,14/1/15,60,FALSE,TRUE
972,canceled,14/1/15,10/3/15,55,FALSE,TRUE
972,canceled,10/3/15,22/3/15,12,FALSE,TRUE
334,canceled,16/11/14,10/3/15,114,FALSE,TRUE
334,current,10/3/15,,,FALSE,FALSE
469,current,16/11/14,,,FALSE,FALSE
684,canceled,16/11/14,21/11/14,5,FALSE,TRUE
1012,canceled,17/11/14,21/11/14,4,FALSE,TRUE
33,current,12/1/15,,,FALSE,FALSE
250,current,12/1/15,,,FALSE,FALSE
1109,canceled,12/1/15,16/1/15,4,FALSE,TRUE
486,current,12/1/15,,,FALSE,FALSE
862,canceled,12/1/15,18/1/15,6,FALSE,TRUE
567,current,12/1/15,,,FALSE,FALSE
371,current,13/1/15,,,FALSE,FALSE
765,canceled,13/1/15,18/1/15,5,FALSE,TRUE
1277,canceled,14/1/15,22/1/15,8,FALSE,TRUE
1277,canceled,14/11/14,14/1/15,61,FALSE,TRUE
1071,canceled,14/1/15,17/3/15,62,FALSE,TRUE
1071,canceled,10/11/14,14/1/15,65,FALSE,TRUE
923,canceled,14/1/15,10/3/15,55,FALSE,TRUE
923,canceled,16/11/14,14/1/15,59,FALSE,TRUE
923,current,10/3/15,,,FALSE,FALSE
640,canceled,14/1/15,15/1/15,1,FALSE,TRUE
640,canceled,12/11/14,14/1/15,63,FALSE,TRUE
640,current,1/4/15,,,FALSE,FALSE
640,canceled,15/1/15,15/1/15,0,FALSE,TRUE
640,canceled,15/1/15,10/3/15,54,FALSE,TRUE
640,canceled,10/3/15,1/4/15,22,FALSE,TRUE
1174,canceled,14/1/15,3/2/15,20,FALSE,TRUE
1174,canceled,10/11/14,14/1/15,65,FALSE,TRUE
1174,canceled,3/2/15,17/2/15,14,FALSE,TRUE
1019,canceled,14/1/15,18/1/15,4,FALSE,TRUE
1019,canceled,11/11/14,14/1/15,64,FALSE,TRUE
655,canceled,14/1/15,20/1/15,6,FALSE,TRUE
655,canceled,10/11/14,14/1/15,65,FALSE,TRUE
529,current,3/2/15,,,FALSE,FALSE
529,canceled,8/12/14,3/2/15,57,FALSE,TRUE
222,current,17/11/14,,,FALSE,FALSE
256,canceled,3/12/14,1/4/15,119,FALSE,TRUE
256,canceled,1/4/15,10/6/15,70,FALSE,TRUE
288,current,3/12/14,,,FALSE,FALSE
523,canceled,3/12/14,12/1/15,40,FALSE,TRUE
523,canceled,12/1/15,10/3/15,57,FALSE,TRUE
523,current,10/3/15,,,FALSE,FALSE
24,canceled,3/12/14,10/6/15,189,FALSE,TRUE
922,canceled,3/12/14,8/12/14,5,FALSE,TRUE
707,canceled,3/12/14,3/12/14,0,FALSE,TRUE
397,canceled,4/12/14,1/4/15,118,FALSE,TRUE
397,current,1/4/15,,,FALSE,FALSE
925,canceled,4/12/14,5/12/14,1,FALSE,TRUE
265,canceled,4/12/14,11/1/15,38,FALSE,TRUE
650,canceled,4/12/14,10/12/14,6,FALSE,TRUE
650,canceled,4/3/15,11/8/15,160,FALSE,TRUE
717,canceled,4/12/14,4/12/14,0,FALSE,TRUE
1013,canceled,4/12/14,1/4/15,118,FALSE,TRUE
1013,canceled,1/4/15,11/4/15,10,FALSE,TRUE
618,canceled,5/12/14,12/4/15,128,FALSE,TRUE
1236,canceled,5/12/14,3/2/15,60,FALSE,TRUE
1181,current,5/12/14,,,FALSE,FALSE
1152,canceled,5/12/14,7/12/14,2,FALSE,TRUE
1152,canceled,11/5/15,14/5/15,3,FALSE,TRUE
1152,canceled,16/7/15,22/7/15,6,FALSE,TRUE
1225,canceled,5/12/14,10/12/14,5,FALSE,TRUE
727,canceled,7/12/14,7/12/14,0,FALSE,TRUE
866,canceled,7/12/14,14/1/15,38,FALSE,TRUE
1201,canceled,7/12/14,14/1/15,38,FALSE,TRUE
982,canceled,8/12/14,9/12/14,1,FALSE,TRUE
193,canceled,8/12/14,1/4/15,114,FALSE,TRUE
193,current,1/4/15,,,FALSE,FALSE
710,canceled,8/12/14,3/2/15,57,FALSE,TRUE
710,canceled,3/2/15,15/2/15,12,FALSE,TRUE
1273,canceled,12/1/15,12/1/15,0,FALSE,TRUE
1280,canceled,12/1/15,15/1/15,3,FALSE,TRUE
180,canceled,12/1/15,10/3/15,57,FALSE,TRUE
180,current,8/4/15,,,FALSE,FALSE
180,canceled,10/3/15,8/4/15,29,FALSE,TRUE
722,canceled,12/1/15,10/3/15,57,FALSE,TRUE
722,canceled,10/3/15,19/5/15,70,FALSE,TRUE
125,current,13/1/15,,,FALSE,FALSE
954,canceled,14/1/15,10/3/15,55,FALSE,TRUE
954,canceled,10/3/15,2/4/15,23,FALSE,TRUE
954,canceled,10/11/14,14/1/15,65,FALSE,TRUE
140,current,14/1/15,,,FALSE,FALSE
140,canceled,10/11/14,14/1/15,65,FALSE,TRUE
1139,canceled,14/1/15,16/1/15,2,FALSE,TRUE
1139,canceled,16/1/15,18/2/15,33,FALSE,TRUE
1139,canceled,11/11/14,14/1/15,64,FALSE,TRUE
388,current,3/2/15,,,FALSE,FALSE
388,canceled,8/12/14,3/2/15,57,FALSE,TRUE
147,current,3/2/15,,,FALSE,FALSE
147,canceled,3/12/14,3/2/15,62,FALSE,TRUE
119,canceled,3/2/15,8/4/15,64,FALSE,TRUE
119,current,8/4/15,,,FALSE,FALSE
119,canceled,3/12/14,3/2/15,62,FALSE,TRUE
97,canceled,5/2/15,8/4/15,62,FALSE,TRUE
97,current,8/4/15,,,FALSE,FALSE
962,canceled,5/2/15,6/2/15,1,FALSE,TRUE
962,canceled,4/12/14,5/12/14,1,FALSE,TRUE
984,canceled,5/2/15,12/3/15,35,FALSE,TRUE
984,current,13/8/15,,,FALSE,FALSE
444,canceled,5/2/15,8/4/15,62,FALSE,TRUE
444,current,8/4/15,,,FALSE,FALSE
444,canceled,4/12/14,6/12/14,2,FALSE,TRUE
493,current,5/2/15,,,FALSE,FALSE
435,current,6/2/15,,,FALSE,FALSE
386,canceled,6/2/15,8/4/15,61,FALSE,TRUE
386,canceled,8/4/15,13/6/15,66,FALSE,TRUE
386,canceled,13/1/15,17/1/15,4,FALSE,TRUE
156,current,10/11/14,,,FALSE,FALSE
649,canceled,10/11/14,17/3/15,127,FALSE,TRUE
145,current,10/11/14,,,FALSE,FALSE
420,current,10/11/14,,,FALSE,FALSE
582,current,10/11/14,,,FALSE,FALSE
165,canceled,10/11/14,17/3/15,127,FALSE,TRUE
580,canceled,10/11/14,17/7/15,249,FALSE,TRUE
919,canceled,10/11/14,17/3/15,127,FALSE,TRUE
90,canceled,10/11/14,10/3/15,120,FALSE,TRUE
90,canceled,10/3/15,1/4/15,22,FALSE,TRUE
90,current,1/4/15,,,FALSE,FALSE
312,canceled,10/11/14,10/3/15,120,TRUE,TRUE
312,canceled,10/3/15,1/4/15,22,TRUE,TRUE
312,canceled,1/4/15,2/7/15,92,TRUE,TRUE
312,current,8/7/15,,,TRUE,FALSE
864,canceled,10/11/14,19/11/14,9,FALSE,TRUE
963,canceled,10/11/14,14/11/14,4,FALSE,TRUE
328,current,10/11/14,,,FALSE,FALSE
1122,canceled,10/11/14,17/11/14,7,FALSE,TRUE
626,canceled,10/11/14,19/11/14,9,FALSE,TRUE
626,canceled,4/3/15,11/5/15,68,FALSE,TRUE
1238,canceled,10/11/14,10/11/14,0,FALSE,TRUE
1117,canceled,11/11/14,15/1/15,65,FALSE,TRUE
187,canceled,12/11/14,19/4/15,158,FALSE,TRUE
617,current,12/11/14,,,FALSE,FALSE
547,canceled,3/2/15,16/8/15,194,FALSE,TRUE
547,canceled,9/12/14,3/2/15,56,FALSE,TRUE
159,canceled,5/2/15,12/2/15,7,FALSE,TRUE
159,canceled,9/12/14,3/2/15,56,FALSE,TRUE
159,current,12/2/15,,,FALSE,FALSE
561,current,5/2/15,,,FALSE,FALSE
1226,canceled,5/2/15,8/4/15,62,FALSE,TRUE
1226,canceled,8/4/15,12/5/15,34,FALSE,TRUE
352,current,5/2/15,,,FALSE,FALSE
374,current,6/2/15,,,FALSE,FALSE
857,canceled,6/2/15,8/4/15,61,FALSE,TRUE
857,current,8/4/15,,,FALSE,FALSE
1044,canceled,8/2/15,8/2/15,0,FALSE,TRUE
143,canceled,9/2/15,16/6/15,127,FALSE,TRUE
138,canceled,10/2/15,8/4/15,57,FALSE,TRUE
138,current,8/4/15,,,FALSE,FALSE
952,canceled,11/2/15,18/3/15,35,FALSE,TRUE
716,canceled,11/2/15,15/2/15,4,FALSE,TRUE
1233,canceled,11/2/15,16/2/15,5,FALSE,TRUE
416,canceled,11/2/15,16/2/15,5,FALSE,TRUE
416,canceled,8/4/15,15/7/15,98,FALSE,TRUE
477,canceled,4/3/15,11/7/15,129,FALSE,TRUE
132,canceled,4/3/15,11/6/15,99,FALSE,TRUE
624,canceled,4/3/15,26/6/15,114,FALSE,TRUE
50,current,4/3/15,,,FALSE,FALSE
1297,canceled,4/3/15,9/3/15,5,FALSE,TRUE
1297,canceled,5/2/15,8/2/15,3,FALSE,TRUE
749,canceled,5/3/15,5/3/15,0,FALSE,TRUE
1247,canceled,5/3/15,12/4/15,38,FALSE,TRUE
607,current,5/3/15,,,FALSE,FALSE
971,canceled,6/2/15,8/2/15,2,FALSE,TRUE
251,canceled,6/2/15,8/4/15,61,FALSE,TRUE
251,current,8/4/15,,,FALSE,FALSE
709,canceled,8/2/15,15/3/15,35,FALSE,TRUE
564,canceled,8/2/15,8/4/15,59,FALSE,TRUE
564,current,8/4/15,,,FALSE,FALSE
741,canceled,9/2/15,15/2/15,6,FALSE,TRUE
70,current,9/2/15,,,FALSE,FALSE
792,canceled,9/2/15,16/6/15,127,FALSE,TRUE
494,current,9/2/15,,,FALSE,FALSE
494,canceled,10/11/14,17/11/14,7,FALSE,TRUE
833,canceled,9/2/15,3/3/15,22,FALSE,TRUE
603,current,9/2/15,,,FALSE,FALSE
307,current,10/2/15,,,FALSE,FALSE
337,current,10/2/15,,,FALSE,FALSE
823,canceled,10/2/15,8/4/15,57,FALSE,TRUE
823,canceled,8/4/15,17/5/15,39,FALSE,TRUE
30,current,10/2/15,,,FALSE,FALSE
82,current,5/3/15,,,FALSE,FALSE
348,current,5/3/15,,,FALSE,FALSE
348,canceled,5/2/15,27/2/15,22,FALSE,TRUE
1097,canceled,5/3/15,11/3/15,6,FALSE,TRUE
139,current,6/3/15,,,FALSE,FALSE
1129,canceled,7/3/15,7/3/15,0,FALSE,TRUE
1129,canceled,11/2/15,11/2/15,0,FALSE,TRUE
185,canceled,12/11/14,10/3/15,118,FALSE,TRUE
185,canceled,10/3/15,1/4/15,22,FALSE,TRUE
185,current,1/4/15,,,FALSE,FALSE
281,current,14/11/14,,,FALSE,FALSE
855,canceled,14/11/14,21/12/14,37,FALSE,TRUE
683,canceled,14/11/14,15/11/14,1,FALSE,TRUE
1041,canceled,15/11/14,21/11/14,6,FALSE,TRUE
908,canceled,15/11/14,16/11/14,1,FALSE,TRUE
191,canceled,16/11/14,10/3/15,114,FALSE,TRUE
191,current,10/3/15,,,FALSE,FALSE
261,canceled,16/11/14,23/2/15,99,FALSE,TRUE
1017,canceled,16/11/14,20/11/14,4,FALSE,TRUE
415,canceled,16/11/14,10/3/15,114,FALSE,TRUE
415,current,10/3/15,,,FALSE,FALSE
868,canceled,16/11/14,8/12/14,22,FALSE,TRUE
935,canceled,16/11/14,23/11/14,7,FALSE,TRUE
719,canceled,17/11/14,25/11/14,8,FALSE,TRUE
974,canceled,8/12/14,12/12/14,4,FALSE,TRUE
668,canceled,9/12/14,15/12/14,6,FALSE,TRUE
668,canceled,13/1/15,20/1/15,7,FALSE,TRUE
1180,canceled,9/12/14,13/12/14,4,FALSE,TRUE
1027,canceled,9/12/14,13/12/14,4,FALSE,TRUE
836,canceled,9/12/14,16/1/15,38,FALSE,TRUE
836,current,16/7/15,,,FALSE,FALSE
319,current,30/12/14,,,FALSE,FALSE
108,canceled,7/1/15,20/4/15,103,FALSE,TRUE
108,canceled,20/4/15,14/5/15,24,FALSE,TRUE
285,canceled,7/1/15,10/3/15,62,FALSE,TRUE
285,current,10/3/15,,,FALSE,FALSE
1008,canceled,7/1/15,14/1/15,7,FALSE,TRUE
71,canceled,7/1/15,13/1/15,6,FALSE,TRUE
71,canceled,11/2/15,18/2/15,7,FALSE,TRUE
71,current,7/4/15,,,FALSE,FALSE
1073,current,7/1/15,,,FALSE,FALSE
842,canceled,7/1/15,9/1/15,2,FALSE,TRUE
818,canceled,7/1/15,12/1/15,5,TRUE,TRUE
421,current,8/1/15,,,FALSE,FALSE
698,canceled,8/1/15,15/2/15,38,FALSE,TRUE
9,current,8/1/15,,,FALSE,FALSE
144,canceled,9/1/15,10/1/15,1,FALSE,TRUE
144,current,6/3/15,,,FALSE,FALSE
427,canceled,9/1/15,16/6/15,158,FALSE,TRUE
1212,canceled,10/1/15,1/2/15,22,FALSE,TRUE
1212,canceled,19/7/15,27/7/15,8,FALSE,TRUE
1140,canceled,10/1/15,17/2/15,38,FALSE,TRUE
344,current,11/1/15,,,FALSE,FALSE
517,current,6/3/15,,,FALSE,FALSE
703,canceled,6/3/15,9/3/15,3,FALSE,TRUE
505,canceled,7/3/15,14/5/15,68,FALSE,TRUE
171,canceled,8/3/15,15/6/15,99,FALSE,TRUE
586,current,10/3/15,,,FALSE,FALSE
492,current,10/3/15,,,FALSE,FALSE
1102,canceled,10/3/15,8/4/15,29,FALSE,TRUE
1102,canceled,8/1/15,10/3/15,61,FALSE,TRUE
1102,canceled,8/4/15,15/6/15,68,FALSE,TRUE
1287,canceled,10/3/15,20/5/15,71,FALSE,TRUE
1287,canceled,13/1/15,10/3/15,56,FALSE,TRUE
1254,canceled,10/3/15,17/3/15,7,FALSE,TRUE
1254,canceled,10/1/15,10/3/15,59,FALSE,TRUE
1259,current,10/3/15,,,FALSE,FALSE
1259,canceled,13/1/15,10/3/15,56,FALSE,TRUE
1128,canceled,11/3/15,18/6/15,99,FALSE,TRUE
149,current,11/3/15,,,FALSE,FALSE
78,current,1/4/15,,,FALSE,FALSE
78,canceled,8/12/14,1/4/15,114,FALSE,TRUE
558,current,1/4/15,,,FALSE,FALSE
558,canceled,3/12/14,1/4/15,119,FALSE,TRUE
153,canceled,1/4/15,14/7/15,104,FALSE,TRUE
153,canceled,7/12/14,1/4/15,115,FALSE,TRUE
473,canceled,1/4/15,15/4/15,14,FALSE,TRUE
473,canceled,8/12/14,1/4/15,114,FALSE,TRUE
246,current,1/4/15,,,FALSE,FALSE
455,current,1/4/15,,,FALSE,FALSE
1294,canceled,10/3/15,16/3/15,6,FALSE,TRUE
1294,canceled,8/4/15,9/4/15,1,FALSE,TRUE
106,current,10/3/15,,,FALSE,FALSE
106,canceled,11/11/14,10/3/15,119,FALSE,TRUE
74,canceled,10/3/15,1/4/15,22,FALSE,TRUE
74,canceled,1/4/15,23/4/15,22,FALSE,TRUE
74,canceled,15/11/14,10/3/15,115,FALSE,TRUE
591,canceled,10/3/15,1/4/15,22,FALSE,TRUE
591,current,1/4/15,,,FALSE,FALSE
591,canceled,12/11/14,10/3/15,118,FALSE,TRUE
419,canceled,10/3/15,8/8/15,151,FALSE,TRUE
419,canceled,17/11/14,10/3/15,113,FALSE,TRUE
31,current,10/3/15,,,FALSE,FALSE
31,canceled,10/11/14,10/3/15,120,FALSE,TRUE
69,canceled,10/3/15,24/5/15,75,FALSE,TRUE
69,canceled,17/11/14,10/3/15,113,FALSE,TRUE
906,current,10/3/15,,,FALSE,FALSE
906,canceled,17/11/14,10/3/15,113,FALSE,TRUE
601,current,10/3/15,,,FALSE,FALSE
601,canceled,10/11/14,10/3/15,120,FALSE,TRUE
321,canceled,10/3/15,7/7/15,119,FALSE,TRUE
321,current,9/7/15,,,FALSE,FALSE
321,canceled,15/11/14,10/3/15,115,FALSE,TRUE
99,canceled,10/3/15,20/8/15,163,FALSE,TRUE
99,canceled,13/1/15,10/3/15,56,FALSE,TRUE
1103,canceled,10/3/15,20/7/15,132,FALSE,TRUE
1103,canceled,13/1/15,10/3/15,56,FALSE,TRUE
685,canceled,10/3/15,17/3/15,7,FALSE,TRUE
1066,canceled,10/3/15,2/5/15,53,FALSE,TRUE
659,canceled,10/3/15,15/3/15,5,FALSE,TRUE
571,current,1/4/15,,,FALSE,FALSE
571,canceled,8/12/14,1/4/15,114,FALSE,TRUE
426,canceled,1/4/15,2/4/15,1,FALSE,TRUE
426,canceled,7/5/15,14/8/15,99,FALSE,TRUE
1267,current,2/4/15,,,FALSE,FALSE
